Số báo danh,Mã tỉnh,Toán,Ngữ văn,Ngoại ngữ,Vật lý,Hóa học,Sinh học,Lịch sử,Địa lý,Tin học,CN Công nghiệp,CN Nông nghiệp,GD Kinh tế và Pháp luật,Tổng điểm
50011162,ĐỒNG THÁP,5.6,8.0,,,5.75,5.75,,,,,,,17.1
50011165,ĐỒNG THÁP,6.0,7.5,,,5.5,6.25,,,,,,,17.75
50011197,ĐỒNG THÁP,3.35,6.75,,,3.35,5.0,,,,,,,11.7
50011199,ĐỒNG THÁP,5.5,7.0,,,6.0,6.5,,,,,,,18.0
50011224,ĐỒNG THÁP,4.25,4.75,,,2.85,4.25,,,,,,,11.35
50011235,ĐỒNG THÁP,4.6,8.5,,,7.5,6.35,,,,,,,18.45
50011238,ĐỒNG THÁP,3.85,5.25,,,3.35,5.35,,,,,,,12.55
50011239,ĐỒNG THÁP,4.5,5.5,,,4.45,4.5,,,,,,,13.45
50011274,ĐỒNG THÁP,5.0,6.75,,,4.1,4.1,,,,,,,13.2
50011319,ĐỒNG THÁP,4.5,7.75,,,4.0,5.5,,,,,,,14.0
50011328,ĐỒNG THÁP,6.0,5.75,,,4.75,7.35,,,,,,,18.1
50011336,ĐỒNG THÁP,7.5,5.5,,,8.25,7.5,,,,,,,23.25
50011340,ĐỒNG THÁP,5.25,8.25,,,5.25,7.5,,,,,,,18.0
50011344,ĐỒNG THÁP,5.0,6.25,,,7.75,6.85,,,,,,,19.6
50011352,ĐỒNG THÁP,6.0,6.75,,,6.0,6.1,,,,,,,18.1
50011359,ĐỒNG THÁP,4.75,7.5,,,4.0,6.0,,,,,,,14.75
50011373,ĐỒNG THÁP,5.25,7.25,,,3.6,5.25,,,,,,,14.1
50011375,ĐỒNG THÁP,4.5,6.75,,,3.6,4.6,,,,,,,12.7
50011377,ĐỒNG THÁP,5.75,7.25,,,3.1,6.6,,,,,,,15.45
50011387,ĐỒNG THÁP,6.0,6.0,,,6.5,6.25,,,,,,,18.75
50011408,ĐỒNG THÁP,4.75,6.5,,,4.35,6.25,,,,,,,15.35
50011425,ĐỒNG THÁP,4.6,8.0,,,3.25,4.75,,,,,,,12.6
50011452,ĐỒNG THÁP,5.35,4.75,,,8.0,4.45,,,,,,,17.8
50011457,ĐỒNG THÁP,6.1,7.5,,,4.75,5.6,,,,,,,16.45
50011485,ĐỒNG THÁP,4.0,7.0,,,5.25,5.1,,,,,,,14.35
50011486,ĐỒNG THÁP,4.0,7.0,,,2.75,3.35,,,,,,,10.1
50011488,ĐỒNG THÁP,4.0,7.0,,,4.35,4.5,,,,,,,12.85
50011508,ĐỒNG THÁP,6.0,7.25,,,7.0,5.6,,,,,,,18.6
50011511,ĐỒNG THÁP,5.5,8.25,,,5.75,6.6,,,,,,,17.85
50011521,ĐỒNG THÁP,4.75,7.17,,,4.35,4.0,,,,,,,13.1
50011522,ĐỒNG THÁP,4.1,7.0,,,7.25,7.25,,,,,,,18.6
50011523,ĐỒNG THÁP,1.35,5.75,,,2.6,4.0,,,,,,,7.95
50011532,ĐỒNG THÁP,1.7,7.0,,,1.85,2.6,,,,,,,6.15
50011541,ĐỒNG THÁP,4.85,8.25,,,5.25,5.75,,,,,,,15.85
50011556,ĐỒNG THÁP,2.75,6.0,,,3.0,4.5,,,,,,,10.25
50011558,ĐỒNG THÁP,5.1,7.75,,,4.0,5.25,,,,,,,14.35
50011560,ĐỒNG THÁP,3.75,7.5,,,4.0,5.5,,,,,,,13.25
50011571,ĐỒNG THÁP,5.0,7.5,,,5.75,5.2,,,,,,,15.95
50011578,ĐỒNG THÁP,4.75,8.25,,,6.5,8.25,,,,,,,19.5
50011585,ĐỒNG THÁP,7.0,9.25,,,8.5,8.0,,,,,,,23.5
50011590,ĐỒNG THÁP,5.25,6.75,,,6.0,4.75,,,,,,,16.0
50011605,ĐỒNG THÁP,6.75,7.75,,,6.5,7.0,,,,,,,20.25
50011608,ĐỒNG THÁP,2.3,7.5,,,2.1,3.5,,,,,,,7.9
50011609,ĐỒNG THÁP,5.35,8.25,,,2.95,5.35,,,,,,,13.65
50011615,ĐỒNG THÁP,5.75,7.5,,,4.35,5.35,,,,,,,15.45
50011616,ĐỒNG THÁP,5.25,8.0,,,5.75,5.35,,,,,,,16.35
50011617,ĐỒNG THÁP,3.6,6.75,,,3.6,6.0,,,,,,,13.2
50011620,ĐỒNG THÁP,3.35,7.5,,,3.25,3.6,,,,,,,10.2
50011624,ĐỒNG THÁP,4.35,8.0,,,3.2,5.0,,,,,,,12.55
50011625,ĐỒNG THÁP,5.25,8.25,,,3.85,5.2,,,,,,,14.3
50011634,ĐỒNG THÁP,3.5,7.5,,,3.5,4.35,,,,,,,11.35
50011639,ĐỒNG THÁP,5.0,7.08,,,5.0,6.0,,,,,,,16.0
50011646,ĐỒNG THÁP,4.75,8.0,,,4.6,4.85,,,,,,,14.2
50011652,ĐỒNG THÁP,3.6,6.5,,,3.6,5.0,,,,,,,12.2
50011671,ĐỒNG THÁP,6.25,8.25,,,7.0,7.0,,,,,,,20.25
50011674,ĐỒNG THÁP,4.6,8.0,,,4.0,3.85,,,,,,,12.45
50011683,ĐỒNG THÁP,7.25,7.25,,,8.5,8.25,,,,,,,24.0
50011694,ĐỒNG THÁP,4.25,7.75,,,5.25,4.35,,,,,,,13.85
50011714,ĐỒNG THÁP,5.6,6.75,,,7.75,5.35,,,,,,,18.7
50011715,ĐỒNG THÁP,4.25,7.5,,,4.1,5.5,,,,,,,13.85
50011724,ĐỒNG THÁP,5.75,7.75,,,5.25,7.0,,,,,,,18.0
50011725,ĐỒNG THÁP,5.0,7.0,,,6.0,6.75,,,,,,,17.75
50011728,ĐỒNG THÁP,5.25,6.25,,,8.5,5.75,,,,,,,19.5
50011740,ĐỒNG THÁP,4.75,7.0,,,3.6,5.35,,,,,,,13.7
50011750,ĐỒNG THÁP,5.6,8.25,,,6.75,7.25,,,,,,,19.6
50011791,ĐỒNG THÁP,2.6,5.25,,,1.35,3.5,,,,,,,7.45
50011806,ĐỒNG THÁP,5.0,7.75,,,4.75,4.45,,,,,,,14.2
50011813,ĐỒNG THÁP,5.75,4.5,,,6.25,7.0,,,,,,,19.0
50011831,ĐỒNG THÁP,6.25,7.25,,,5.1,6.0,,,,,,,17.35
50011833,ĐỒNG THÁP,5.0,6.0,,,4.75,5.1,,,,,,,14.85
50011841,ĐỒNG THÁP,6.0,6.5,,,9.0,6.85,,,,,,,21.85
50011846,ĐỒNG THÁP,5.5,8.0,,,6.0,5.0,,,,,,,16.5
50011853,ĐỒNG THÁP,5.75,9.0,,,6.0,6.5,,,,,,,18.25
50011891,ĐỒNG THÁP,3.6,6.0,,,2.5,3.35,,,,,,,9.45
50011894,ĐỒNG THÁP,6.75,6.75,,,7.25,8.0,,,,,,,22.0
50011965,ĐỒNG THÁP,4.35,6.5,,,3.25,4.6,,,,,,,12.2
50011973,ĐỒNG THÁP,2.75,5.25,,,1.95,2.25,,,,,,,6.95
50011977,ĐỒNG THÁP,3.1,6.0,,,3.45,4.85,,,,,,,11.4
50012011,ĐỒNG THÁP,7.0,8.0,,,7.25,8.0,,,,,,,22.25
50012056,ĐỒNG THÁP,5.0,7.0,,,5.5,5.25,,,,,,,15.75
50012057,ĐỒNG THÁP,4.5,6.5,,,3.6,3.2,,,,,,,11.3
50012083,ĐỒNG THÁP,4.1,6.5,,,4.75,6.1,,,,,,,14.95
50012085,ĐỒNG THÁP,4.75,7.25,,,5.25,4.05,,,,,,,14.05
50012087,ĐỒNG THÁP,1.95,6.0,,,3.6,4.6,,,,,,,10.149999999999999
50012106,ĐỒNG THÁP,4.25,6.0,,,5.25,5.0,,,,,,,14.5
50012114,ĐỒNG THÁP,6.75,6.5,,,6.25,7.0,,,,,,,20.0
50012118,ĐỒNG THÁP,5.1,7.5,,,7.5,7.25,,,,,,,19.85
50012136,ĐỒNG THÁP,4.75,6.75,,,4.1,4.5,,,,,,,13.35
50012154,ĐỒNG THÁP,4.85,7.75,,,6.85,7.0,,,,,,,18.7
50012162,ĐỒNG THÁP,4.85,6.75,,,5.25,6.0,,,,,,,16.1
50012169,ĐỒNG THÁP,3.95,7.75,,,4.0,5.1,,,,,,,13.05
50012171,ĐỒNG THÁP,5.25,7.0,,,5.5,4.85,,,,,,,15.6
50012188,ĐỒNG THÁP,4.25,6.75,,,3.45,6.0,,,,,,,13.7
50012212,ĐỒNG THÁP,3.75,6.0,,,2.7,4.75,,,,,,,11.2
50012215,ĐỒNG THÁP,4.5,4.5,,,4.5,6.25,,,,,,,15.25
50012235,ĐỒNG THÁP,2.85,7.5,,,4.1,6.35,,,,,,,13.299999999999999
50012247,ĐỒNG THÁP,5.25,6.0,,,4.75,7.0,,,,,,,17.0
50012267,ĐỒNG THÁP,4.5,7.75,,,6.25,4.7,,,,,,,15.45
50012305,ĐỒNG THÁP,3.35,6.25,,,5.0,5.85,,,,,,,14.2
50012306,ĐỒNG THÁP,3.75,7.25,,,6.0,5.25,,,,,,,15.0
50012340,ĐỒNG THÁP,5.0,7.75,,,5.75,7.25,,,,,,,18.0
50012421,ĐỒNG THÁP,4.75,7.25,,,6.1,7.25,,,,,,,18.1
50012431,ĐỒNG THÁP,3.5,5.0,,,4.35,5.2,,,,,,,13.05
50012478,ĐỒNG THÁP,6.25,7.25,,,5.5,6.25,,,,,,,18.0
50012479,ĐỒNG THÁP,3.75,6.75,,,4.1,5.35,,,,,,,13.2
50012495,ĐỒNG THÁP,6.25,6.42,,,6.25,6.0,,,,,,,18.5
50012510,ĐỒNG THÁP,5.5,5.0,,,8.25,6.75,,,,,,,20.5
50012550,ĐỒNG THÁP,4.85,7.0,,,4.75,5.75,,,,,,,15.35
50012567,ĐỒNG THÁP,5.5,8.5,,,8.75,6.85,,,,,,,21.1
50012570,ĐỒNG THÁP,5.1,7.0,,,5.5,6.1,,,,,,,16.7
50012576,ĐỒNG THÁP,2.35,6.5,,,2.35,3.85,,,,,,,8.55
50012585,ĐỒNG THÁP,5.85,7.5,,,8.5,7.75,,,,,,,22.1
50012593,ĐỒNG THÁP,3.75,8.0,,,4.1,4.5,,,,,,,12.35
50012595,ĐỒNG THÁP,5.0,6.75,,,5.5,6.5,,,,,,,17.0
50012606,ĐỒNG THÁP,6.5,6.5,,,7.75,7.0,,,,,,,21.25
50012624,ĐỒNG THÁP,6.5,7.75,,,7.75,5.5,,,,,,,19.75
50012643,ĐỒNG THÁP,4.5,4.5,,,4.85,4.75,,,,,,,14.1
50012649,ĐỒNG THÁP,3.85,6.0,,,3.6,4.25,,,,,,,11.7
50012686,ĐỒNG THÁP,5.75,7.0,,,6.5,6.1,,,,,,,18.35
50012690,ĐỒNG THÁP,3.85,6.25,,,4.35,5.45,,,,,,,13.649999999999999
50012704,ĐỒNG THÁP,4.5,6.5,,,4.5,3.35,,,,,,,12.35
50012720,ĐỒNG THÁP,4.25,8.0,,,4.35,3.75,,,,,,,12.35
50012744,ĐỒNG THÁP,7.0,7.25,,,8.25,7.25,,,,,,,22.5
50012768,ĐỒNG THÁP,2.85,5.75,,,2.75,3.6,,,,,,,9.2
50012770,ĐỒNG THÁP,4.0,6.75,,,4.25,5.35,,,,,,,13.6
50012791,ĐỒNG THÁP,3.1,7.5,,,2.85,4.35,,,,,,,10.3
50012795,ĐỒNG THÁP,3.85,6.5,,,3.1,3.1,,,,,,,10.05
50012824,ĐỒNG THÁP,2.85,5.75,,,2.25,2.55,,,,,,,7.6499999999999995
50012931,ĐỒNG THÁP,3.1,4.5,,,2.35,4.6,,,,,,,10.05
50012940,ĐỒNG THÁP,4.75,6.0,,,4.75,4.6,,,,,,,14.1
50012966,ĐỒNG THÁP,5.0,5.0,,,5.0,5.2,,,,,,,15.2
50013004,ĐỒNG THÁP,4.25,4.25,,,3.5,6.25,,,,,,,14.0
50013021,ĐỒNG THÁP,5.25,6.75,,,3.35,5.5,,,,,,,14.1
50013039,ĐỒNG THÁP,3.6,7.0,,,3.35,3.75,,,,,,,10.7
50013041,ĐỒNG THÁP,4.0,5.75,,,3.75,3.85,,,,,,,11.6
50013049,ĐỒNG THÁP,4.5,6.5,,,4.5,6.25,,,,,,,15.25
50013052,ĐỒNG THÁP,4.75,7.0,,,5.6,3.7,,,,,,,14.05
50013065,ĐỒNG THÁP,6.75,6.5,,,5.5,5.25,,,,,,,17.5
50013079,ĐỒNG THÁP,6.5,8.0,,,5.25,6.85,,,,,,,18.6
50013083,ĐỒNG THÁP,5.0,6.25,,,5.35,4.35,,,,,,,14.7
50013092,ĐỒNG THÁP,5.0,6.5,,,4.85,5.85,,,,,,,15.7
50013112,ĐỒNG THÁP,6.0,5.5,,,5.75,5.75,,,,,,,17.5
50013134,ĐỒNG THÁP,3.6,6.25,,,2.7,4.25,,,,,,,10.55
50013138,ĐỒNG THÁP,5.5,7.0,,,6.5,5.5,,,,,,,17.5
50013160,ĐỒNG THÁP,3.0,5.0,,,2.05,3.1,,,,,,,8.15
50013169,ĐỒNG THÁP,4.25,4.33,,,4.6,4.85,,,,,,,13.7
50013223,ĐỒNG THÁP,3.1,6.5,,,3.35,4.1,,,,,,,10.55
50013238,ĐỒNG THÁP,4.25,6.25,,,3.75,3.95,,,,,,,11.95
50013239,ĐỒNG THÁP,5.25,5.5,,,5.75,4.45,,,,,,,15.45
50013247,ĐỒNG THÁP,3.6,6.5,,,3.0,4.35,,,,,,,10.95
50013274,ĐỒNG THÁP,5.5,7.08,,,5.25,5.1,,,,,,,15.85
50013279,ĐỒNG THÁP,5.75,6.25,,,4.85,4.7,,,,,,,15.3
50013290,ĐỒNG THÁP,3.35,7.25,,,5.5,3.45,,,,,,,12.3
50013296,ĐỒNG THÁP,5.25,6.0,,,5.6,6.0,,,,,,,16.85
50013304,ĐỒNG THÁP,8.25,7.5,,,9.5,7.25,,,,,,,25.0
50013305,ĐỒNG THÁP,4.75,7.0,,,6.25,7.0,,,,,,,18.0
50013306,ĐỒNG THÁP,3.6,6.5,,,6.75,7.0,,,,,,,17.35
50013320,ĐỒNG THÁP,2.6,5.5,,,2.85,4.35,,,,,,,9.8
50013327,ĐỒNG THÁP,3.75,6.75,,,2.85,4.25,,,,,,,10.85
50013348,ĐỒNG THÁP,5.85,7.75,,,5.0,6.5,,,,,,,17.35
50013349,ĐỒNG THÁP,4.75,7.75,,,5.0,5.75,,,,,,,15.5
50013350,ĐỒNG THÁP,5.5,7.5,,,5.75,5.75,,,,,,,17.0
50013360,ĐỒNG THÁP,5.0,6.5,,,7.5,5.5,,,,,,,18.0
50013363,ĐỒNG THÁP,7.5,5.5,,,5.5,7.0,,,,,,,20.0
50013368,ĐỒNG THÁP,4.35,6.75,,,4.0,4.35,,,,,,,12.7
50013377,ĐỒNG THÁP,6.0,8.25,,,7.25,6.75,,,,,,,20.0
50013385,ĐỒNG THÁP,4.5,7.25,,,6.5,6.75,,,,,,,17.75
50013414,ĐỒNG THÁP,5.75,8.0,,,6.5,5.0,,,,,,,17.25
50013418,ĐỒNG THÁP,6.35,6.25,,,8.0,6.5,,,,,,,20.85
50013421,ĐỒNG THÁP,6.0,7.25,,,7.1,7.75,,,,,,,20.85
50013453,ĐỒNG THÁP,6.75,6.75,,,4.2,5.5,,,,,,,16.45
50013463,ĐỒNG THÁP,6.0,9.0,,,7.5,5.45,,,,,,,18.95
50013470,ĐỒNG THÁP,7.0,6.75,,,6.5,5.75,,,,,,,19.25
50013481,ĐỒNG THÁP,4.45,6.25,,,6.0,4.75,,,,,,,15.2
50013488,ĐỒNG THÁP,8.5,7.0,,,7.5,8.75,,,,,,,24.75
50013489,ĐỒNG THÁP,6.75,7.0,,,7.25,7.5,,,,,,,21.5
50013492,ĐỒNG THÁP,5.0,5.75,,,5.35,6.25,,,,,,,16.6
50013502,ĐỒNG THÁP,3.25,7.25,,,3.7,5.0,,,,,,,11.95
50013504,ĐỒNG THÁP,5.25,6.5,,,5.85,5.5,,,,,,,16.6
50013508,ĐỒNG THÁP,5.85,8.25,,,8.0,8.5,,,,,,,22.35
50013513,ĐỒNG THÁP,4.25,7.25,,,5.0,6.0,,,,,,,15.25
50013524,ĐỒNG THÁP,5.0,7.5,,,7.5,7.0,,,,,,,19.5
50013525,ĐỒNG THÁP,3.0,6.5,,,3.25,2.1,,,,,,,8.35
50013546,ĐỒNG THÁP,6.25,7.75,,,6.75,5.0,,,,,,,18.0
50013551,ĐỒNG THÁP,9.0,7.75,,,9.25,7.1,,,,,,,25.35
50013561,ĐỒNG THÁP,5.75,8.0,,,8.5,8.75,,,,,,,23.0
50013563,ĐỒNG THÁP,5.5,8.0,,,6.25,6.25,,,,,,,18.0
50013582,ĐỒNG THÁP,4.0,6.0,,,4.5,4.85,,,,,,,13.35
50013587,ĐỒNG THÁP,5.25,6.75,,,4.0,5.5,,,,,,,14.75
50013588,ĐỒNG THÁP,5.6,6.5,,,5.75,6.1,,,,,,,17.45
50013589,ĐỒNG THÁP,5.5,7.75,,,6.5,5.6,,,,,,,17.6
50013595,ĐỒNG THÁP,5.6,7.0,,,5.35,6.5,,,,,,,17.45
50013605,ĐỒNG THÁP,4.75,6.5,,,5.0,5.1,,,,,,,14.85
50013620,ĐỒNG THÁP,8.5,7.75,,,9.5,8.0,,,,,,,26.0
50013621,ĐỒNG THÁP,4.75,6.5,,,3.6,5.25,,,,,,,13.6
50013635,ĐỒNG THÁP,6.0,6.5,,,7.75,6.6,,,,,,,20.35
50013636,ĐỒNG THÁP,5.0,7.0,,,5.5,6.5,,,,,,,17.0
50013651,ĐỒNG THÁP,5.6,6.5,,,9.25,8.75,,,,,,,23.6
50013654,ĐỒNG THÁP,8.0,8.0,,,9.25,8.35,,,,,,,25.6
50013719,ĐỒNG THÁP,2.85,8.0,,,4.0,4.35,,,,,,,11.2
50013720,ĐỒNG THÁP,5.25,8.0,,,6.25,5.5,,,,,,,17.0
50013735,ĐỒNG THÁP,3.6,8.0,,,4.0,4.25,,,,,,,11.85
50013743,ĐỒNG THÁP,3.75,6.5,,,3.35,4.1,,,,,,,11.2
50013746,ĐỒNG THÁP,4.75,7.25,,,6.5,6.1,,,,,,,17.35
50013751,ĐỒNG THÁP,5.25,7.5,,,6.0,5.1,,,,,,,16.35
50013756,ĐỒNG THÁP,2.95,7.5,,,3.75,5.25,,,,,,,11.95
50013763,ĐỒNG THÁP,4.5,7.5,,,5.6,4.6,,,,,,,14.7
50013771,ĐỒNG THÁP,3.7,7.75,,,4.5,5.25,,,,,,,13.45
50013790,ĐỒNG THÁP,6.0,7.25,,,7.25,6.0,,,,,,,19.25
50013819,ĐỒNG THÁP,5.75,6.75,,,8.25,6.5,,,,,,,20.5
50013821,ĐỒNG THÁP,3.5,7.5,,,5.75,5.5,,,,,,,14.75
50013839,ĐỒNG THÁP,3.25,7.5,,,2.95,5.1,,,,,,,11.3
50013855,ĐỒNG THÁP,6.0,6.5,,,6.5,5.35,,,,,,,17.85
50013892,ĐỒNG THÁP,4.25,6.75,,,4.6,4.75,,,,,,,13.6
50013893,ĐỒNG THÁP,4.1,7.0,,,4.35,5.75,,,,,,,14.2
50013902,ĐỒNG THÁP,4.5,7.25,,,5.5,5.75,,,,,,,15.75
50013911,ĐỒNG THÁP,4.75,7.5,,,6.25,4.6,,,,,,,15.6
50013914,ĐỒNG THÁP,7.1,7.0,,,8.25,8.5,,,,,,,23.85
50013927,ĐỒNG THÁP,3.6,7.75,,,5.75,5.5,,,,,,,14.85
50013934,ĐỒNG THÁP,3.35,7.5,,,4.0,4.85,,,,,,,12.2
50013941,ĐỒNG THÁP,3.35,6.75,,,3.85,5.0,,,,,,,12.2
50013950,ĐỒNG THÁP,6.25,7.25,,,6.25,6.35,,,,,,,18.85
50013951,ĐỒNG THÁP,4.5,7.0,,,4.75,5.35,,,,,,,14.6
50013959,ĐỒNG THÁP,3.25,7.5,,,3.75,4.6,,,,,,,11.6
50014009,ĐỒNG THÁP,4.25,7.0,,,5.5,3.75,,,,,,,13.5
50014013,ĐỒNG THÁP,4.1,5.75,,,6.0,5.5,,,,,,,15.6
50014026,ĐỒNG THÁP,5.75,8.5,,,7.75,6.25,,,,,,,19.75
50014027,ĐỒNG THÁP,4.35,8.0,,,6.25,2.1,,,,,,,12.7
50014030,ĐỒNG THÁP,4.75,6.25,,,5.25,3.75,,,,,,,13.75
50014039,ĐỒNG THÁP,5.25,8.0,,,4.25,4.95,,,,,,,14.45
50014041,ĐỒNG THÁP,4.0,7.5,,,3.65,3.25,,,,,,,10.9
50014045,ĐỒNG THÁP,8.0,8.0,,,8.5,8.75,,,,,,,25.25
50014051,ĐỒNG THÁP,6.25,8.5,,,9.0,7.75,,,,,,,23.0
50014077,ĐỒNG THÁP,5.1,8.25,,,8.5,8.0,,,,,,,21.6
50014086,ĐỒNG THÁP,4.75,7.5,,,6.75,6.5,,,,,,,18.0
50014094,ĐỒNG THÁP,5.25,6.5,,,6.25,5.7,,,,,,,17.2
50014097,ĐỒNG THÁP,4.35,8.25,,,6.0,5.75,,,,,,,16.1
50014099,ĐỒNG THÁP,3.85,7.0,,,5.25,4.35,,,,,,,13.45
50014107,ĐỒNG THÁP,5.6,7.25,,,6.5,6.25,,,,,,,18.35
50014112,ĐỒNG THÁP,3.95,6.25,,,4.25,4.5,,,,,,,12.7
50014114,ĐỒNG THÁP,6.75,8.0,,,7.75,6.6,,,,,,,21.1
50014120,ĐỒNG THÁP,6.25,8.25,,,6.75,6.1,,,,,,,19.1
50014134,ĐỒNG THÁP,7.0,7.25,,,8.5,7.25,,,,,,,22.75
50014139,ĐỒNG THÁP,5.75,7.67,,,6.0,7.5,,,,,,,19.25
50014149,ĐỒNG THÁP,4.0,6.75,,,4.35,7.0,,,,,,,15.35
50014154,ĐỒNG THÁP,2.45,6.5,,,2.35,4.75,,,,,,,9.55
50014156,ĐỒNG THÁP,5.6,8.0,,,4.85,5.1,,,,,,,15.549999999999999
50014180,ĐỒNG THÁP,6.25,7.0,,,7.5,7.75,,,,,,,21.5
50014192,ĐỒNG THÁP,5.85,7.5,,,6.75,6.6,,,,,,,19.2
50014200,ĐỒNG THÁP,4.0,7.0,,,3.75,5.0,,,,,,,12.75
50014217,ĐỒNG THÁP,5.25,7.5,,,3.5,4.7,,,,,,,13.45
50014230,ĐỒNG THÁP,6.75,7.5,,,8.0,8.5,,,,,,,23.25
50014248,ĐỒNG THÁP,7.25,7.0,,,7.0,7.5,,,,,,,21.75
50014249,ĐỒNG THÁP,5.5,7.25,,,4.75,6.1,,,,,,,16.35
50014291,ĐỒNG THÁP,4.75,6.5,,,7.0,6.75,,,,,,,18.5
50014306,ĐỒNG THÁP,8.0,6.25,,,8.5,6.6,,,,,,,23.1
50014314,ĐỒNG THÁP,5.35,7.5,,,5.5,6.5,,,,,,,17.35
50014324,ĐỒNG THÁP,5.0,6.0,,,3.85,5.25,,,,,,,14.1
50014327,ĐỒNG THÁP,5.1,7.25,,,7.0,7.25,,,,,,,19.35
50014347,ĐỒNG THÁP,7.25,7.5,,,9.25,9.75,,,,,,,26.25
50014361,ĐỒNG THÁP,6.25,7.0,,,7.25,6.85,,,,,,,20.35
50014366,ĐỒNG THÁP,7.0,6.75,,,7.5,8.25,,,,,,,22.75
50014374,ĐỒNG THÁP,6.25,8.5,,,7.75,7.75,,,,,,,21.75
50014375,ĐỒNG THÁP,4.75,7.75,,,6.75,8.5,,,,,,,20.0
50014377,ĐỒNG THÁP,2.85,8.0,,,2.7,3.75,,,,,,,9.3
50014392,ĐỒNG THÁP,7.25,6.5,,,5.25,6.75,,,,,,,19.25
50014396,ĐỒNG THÁP,5.1,8.5,,,3.6,5.35,,,,,,,14.049999999999999
50014398,ĐỒNG THÁP,6.0,7.0,,,8.0,7.6,,,,,,,21.6
50014406,ĐỒNG THÁP,7.0,8.25,,,7.0,7.75,,,,,,,21.75
50014409,ĐỒNG THÁP,4.35,6.25,,,2.6,3.0,,,,,,,9.95
50014411,ĐỒNG THÁP,7.0,8.25,,,8.75,8.6,,,,,,,24.35
50014419,ĐỒNG THÁP,6.25,7.0,,,8.0,7.75,,,,,,,22.0
50014430,ĐỒNG THÁP,5.5,8.0,,,8.0,8.5,,,,,,,22.0
50014457,ĐỒNG THÁP,7.0,7.5,,,7.75,6.7,,,,,,,21.45
50014458,ĐỒNG THÁP,4.75,7.25,,,3.85,5.6,,,,,,,14.2
50014461,ĐỒNG THÁP,7.25,5.5,,,5.75,7.5,,,,,,,20.5
50014481,ĐỒNG THÁP,2.5,7.0,,,5.0,3.35,,,,,,,10.85
50014487,ĐỒNG THÁP,7.25,7.0,,,7.5,8.75,,,,,,,23.5
50014490,ĐỒNG THÁP,9.0,6.0,,,9.5,8.5,,,,,,,27.0
50014513,ĐỒNG THÁP,6.0,3.75,,,6.25,7.35,,,,,,,19.6
50014529,ĐỒNG THÁP,3.8,8.25,,,5.2,6.85,,,,,,,15.85
50014547,ĐỒNG THÁP,8.0,8.0,,,8.25,8.0,,,,,,,24.25
50014580,ĐỒNG THÁP,7.5,7.0,,,8.25,8.5,,,,,,,24.25
50014584,ĐỒNG THÁP,8.0,7.5,,,9.75,8.25,,,,,,,26.0
50014588,ĐỒNG THÁP,2.75,6.5,,,3.85,4.25,,,,,,,10.85
50014589,ĐỒNG THÁP,7.75,7.25,,,8.5,7.25,,,,,,,23.5
50014648,ĐỒNG THÁP,5.0,6.75,,,7.0,6.1,,,,,,,18.1
50014654,ĐỒNG THÁP,5.25,7.0,,,5.35,4.1,,,,,,,14.7
50014677,ĐỒNG THÁP,6.0,7.42,,,6.5,9.5,,,,,,,22.0
50014685,ĐỒNG THÁP,6.0,6.5,,,6.1,7.5,,,,,,,19.6
50014699,ĐỒNG THÁP,7.25,7.5,,,9.0,7.5,,,,,,,23.75
50014714,ĐỒNG THÁP,4.6,6.5,,,6.0,6.5,,,,,,,17.1
50014753,ĐỒNG THÁP,6.0,6.75,,,7.0,6.25,,,,,,,19.25
50014754,ĐỒNG THÁP,6.0,7.0,,,8.5,6.75,,,,,,,21.25
50014770,ĐỒNG THÁP,4.6,7.5,,,4.25,5.6,,,,,,,14.45
50014796,ĐỒNG THÁP,5.5,8.0,,,6.0,5.0,,,,,,,16.5
50014803,ĐỒNG THÁP,5.6,8.25,,,5.0,6.0,,,,,,,16.6
50014819,ĐỒNG THÁP,8.0,7.75,,,8.0,7.5,,,,,,,23.5
50014820,ĐỒNG THÁP,5.75,8.75,,,6.25,6.5,,,,,,,18.5
50014829,ĐỒNG THÁP,5.0,4.5,,,4.5,5.6,,,,,,,15.1
50014837,ĐỒNG THÁP,5.5,7.0,,,5.25,7.75,,,,,,,18.5
50014840,ĐỒNG THÁP,4.6,7.25,,,4.25,5.35,,,,,,,14.2
50014848,ĐỒNG THÁP,5.25,7.25,,,4.25,4.75,,,,,,,14.25
50014927,ĐỒNG THÁP,4.0,4.5,,,6.25,8.0,,,,,,,18.25
50014949,ĐỒNG THÁP,4.1,7.0,,,5.75,4.6,,,,,,,14.45
50014956,ĐỒNG THÁP,5.25,8.0,,,6.75,6.25,,,,,,,18.25
50014967,ĐỒNG THÁP,6.5,8.0,,,6.0,6.35,,,,,,,18.85
50014988,ĐỒNG THÁP,4.35,7.5,,,6.25,5.25,,,,,,,15.85
50015000,ĐỒNG THÁP,5.25,8.0,,,8.75,8.1,,,,,,,22.1
50015013,ĐỒNG THÁP,4.75,7.5,,,5.25,6.2,,,,,,,16.2
50015426,ĐỒNG THÁP,3.5,6.5,,,3.35,5.75,,,,,,,12.6
50015443,ĐỒNG THÁP,5.5,8.0,,,6.25,7.25,,,,,,,19.0
50015489,ĐỒNG THÁP,4.25,8.0,,,6.0,4.85,,,,,,,15.1
50015503,ĐỒNG THÁP,5.25,6.25,,,6.5,6.1,,,,,,,17.85
